feature	X1552	X6602	X16971	X1545	X8007	X6952	X13165	X6956	X1543	X1564	X9450	X6939	X1536	X8163	X9467	X1469	X8059	X5089	X2043	X17130	X16988	X17168	X17153	X8071	X6936	X969	X8095	X17167	X5266	X5265	X2492	X8235	X2479	X17300	X1466	X8047	X17154	X9463	X16987	X17234	X1468	X9712	X4494	X5273	X1542	X8236	X5868	X15878	X749	X1522	X2502	X9434	X4482	X1395	X3934	X5825	X15888	X8255	X8130	X2048	X1540	X5989	X2524	X748	X17007	X9447	X15872	X17137	X17008	X14348	X1457	X8249	X7285	X1464	X17169	X17132	X2036	X1525	X7298	X2483	X5286	X19351	X2497	X1458	X8053	X5884	X9418	X1411	X3922	X9422	X19850	X1520	X1561	X9649	X15877	X15897	X1526	X8028	X2480	X7282	X1528	X15892	X5285	X5880	X16955	X2016	X17151	X6067	X1524	X6055	X4481	X985	X15494	X6833	X8026	X6001	X19831	X2053	X1341	X19882	X6653	X3931	X19300	X5898	X3920	X19800
01-2020-22-SL	64724	7667	439385	545428	128749	388360	15219	55392	300105	147944	5222	53009	3201	39576	7136	0	367	17705	4776	28888	225211	0	12782	36006	136529	5272	15191	23359	0	827	17577	0	8551	0	0	28271	111313	0	13122	374	5727	92272	0	7752	52228	1316	96418	39668	0	78563	2158	346	36062	5668	513	663	7346	9262	16860	0	0	0	177	0	5731	1234	770	3397	3405	11207	3548	10975	0	739	0	0	0	22318	983	9741	0	15788	4116	2022	2081	2123	10952	713	577	20493	6865	5276	19508	0	2378	8114	0	0	2890	1003	1640	2540	2373	12027	141	1124	2967	0	0	0	0	4423	8462	375	1095	2200	46	0	374	0	0	10	322	0	0	71
01-2020-09-SL	81763	186	581841	0	18098	318783	92364	0	70984	2942	17054	189279	3156	27120	0	0	1471	2948	16415	5897	94748	0	1188	80669	51197	2415	1044	0	0	4287	20192	3597	29598	0	0	65078	0	0	27904	0	5725	52598	144	6033	0	0	16661	19461	0	6509	3569	2410	1604	404	2109	4202	613	7561	43102	4418	13648	515	69	0	6298	2494	27716	7259	309	0	133	1967	747	0	0	3107	0	5413	8468	3483	0	1148	2158	0	0	3119	6297	0	2168	9777	0	8318	740	0	21039	0	0	26360	0	0	0	0	0	545	0	242	0	0	0	0	0	10623	6156	669	0	3619	4213	0	0	152	0	0	367	4332	0	0
02-2020-57-SL	506642	10561	231509	214736	142259	460105	146589	0	535634	58620	2883	127518	0	12482	41586	0	0	102838	0	31791	178095	4551	262	37827	293706	16636	1908	14263	323	10705	850	0	278	5229	0	12252	0	90683	71723	1525	45169	13753	0	11770	0	1917	53568	24378	0	127684	761	0	7927	10520	5708	2242	9231	4639	9746	0	46553	0	0	952	38522	67	953	17645	2281	21386	7295	2403	0	12422	23186	8420	0	33103	0	99	1721	31339	6391	2363	6980	4007	0	78761	7577	2086	5726	13638	26110	6996	11467	699	48137	13503	0	1178	7899	0	17767	32944	34346	33595	2778	0	3408	0	2651	356	0	1566	262	3802	11822	5563	0	5253	1726	723	74	7530	797	1371
GBM.BM.270.SL	15944	0	521175	0	135726	159374	0	0	265453	0	0	46774	29652	0	0	0	0	0	0	0	7054	0	0	39514	51281	1514	0	0	0	0	0	0	2465	5070	0	11059	0	0	0	5535	0	7324	0	734	0	0	0	4086	0	15171	0	0	0	0	0	0	0	10885	0	0	0	0	0	0	0	0	2374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2712	0	0	42445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4065	0	0	0	7567	0	0	0	0	0	946	0	0	0	0	0	0	0	0	0
02-2020-29-SL	0	0	0	0	0	494998	0	15187	0	0	0	461788	0	0	0	0	0	0	0	0	0	0	0	496826	89337	0	0	0	0	0	0	25954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64192	0	0	43383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7978	0	0	0
01-2020-08-SL	44981	0	161517	159845	170756	151456	8526	0	493918	0	517	332769	0	0	20109	0	0	0	0	20496	30245	0	0	57070	4629	9025	0	32680	0	0	991	19036	4113	130602	0	78270	23562	0	19960	2935	30233	7300	271	0	133494	0	25324	1274	0	70368	7206	0	4849	3285	0	0	581	12246	0	0	8497	0	0	0	0	0	0	9649	0	0	0	516	0	0	15167	1369	0	2121	0	0	0	4721	0	0	0	0	3538	0	0	58	0	0	267	0	0	566	0	915	0	0	0	36	0	0	0	0	4174	0	0	0	0	0	711	0	0	0	0	0	0	0	0	0	0	0	0	0
GBM.BM.257.SL	115286	192082	5236	0	3670	0	156912	483768	0	0	313539	81884	87715	9413	7562	72807	20332	3608	445117	4775	18937	45626	0	0	0	2140	3466	3603	145553	0	107096	256	80036	0	0	14475	0	868	6428	0	0	54777	26402	87	0	17369	3838	0	41405	5732	8471	24997	0	31465	31805	0	0	609	0	69245	2000	19783	2708	450	1306	32483	0	0	259	0	0	1421	169	5574	0	244	11479	12465	4553	60444	6862	705	42	0	0	0	3895	440	1330	0	40487	6617	12192	1541	0	5651	0	0	0	0	0	0	0	2808	0	4291	0	17264	754	0	0	0	0	868	0	7119	0	0	0	0	0	47	0	0	0	142
02-2020-49-SL	62825	36063	355132	172692	4933	438661	11653	3944	170848	163286	36994	101181	32654	42179	68442	0	5420	5741	25843	23741	116333	0	780	19659	81921	12303	8582	132955	12420	10484	96	5170	14298	2370	0	1709	0	36317	29294	3746	25921	14797	0	19691	2380	0	58267	66312	4428	52208	21218	688	44371	24085	20985	5419	17664	15390	22834	21498	3304	39343	2459	0	108846	7365	24724	4537	10544	83182	11330	1430	0	2976	91421	8307	0	28559	11791	43105	10441	14853	11549	171	16943	9133	11326	14457	4190	4817	18696	19631	17826	0	18056	6831	0	6010	0	693	1116	32366	2893	11092	0	1131	33387	20090	3975	9738	10245	1047	0	2689	0	21879	6641	280	0	12315	1157	2607	3831	7126	0	0
01-2020-41-SL	197795	112	408688	0	51781	290078	0	0	288814	26440	0	297948	0	0	0	0	0	9598	0	13439	10588	0	0	39347	66858	8706	0	145205	0	35464	633	0	3889	19648	0	2141	0	0	0	27744	0	159	0	27003	0	0	23612	125260	0	97194	2245	0	23970	25162	1831	11402	0	5535	0	0	184690	666	0	0	0	0	41662	11171	0	16834	827	0	0	0	0	1370	0	21632	0	4268	0	4028	18139	0	87374	25330	0	1152	432	963	2189	64475	40470	0	12594	0	0	198	0	5431	21806	7311	0	12228	0	0	1407	0	3216	0	8135	24554	5286	0	0	3990	3520	0	0	9	28	19	1865	6014	0	0
01-2020-12-SL	49895	0	1101	88522	0	0	0	0	5604	0	36317	0	0	406944	0	0	1551	4997	0	0	1647	2005	0	0	0	0	0	0	0	1004	0	12784	0	0	0	0	0	0	0	0	0	0	13864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	268	0	0	0	0	0	0	2261	0	0	0	0	0	0	0	30875	0	0	2143	190	0	1752	0	0	0	0	0	0	0	2857	0	0	0	0	0	2689	0	0	0	0	0	0	0	0	0	0	2152	0	4741	0	836	0	0	0	0	0	60	0	0	0	0	0	0	0
01-2020-19-SL	217917	9462	302327	37405	0	374432	0	3817	61239	90898	2259	6224	0	24938	0	0	461	18324	0	17866	123991	856	7159	21856	40906	14361	15593	46925	51393	26110	11591	0	7064	0	0	9002	11426	0	13450	0	24467	15078	3160	38220	0	0	13057	15551	11138	18134	10334	735	39384	3154	10311	0	4434	24914	0	0	25111	1487	0	146	0	0	1845	44887	0	10061	42	619	0	0	2818	2885	2057	3837	26864	0	1791	12787	4440	0	0	75	0	2679	1244	0	5771	1316	9498	0	0	7960	5302	0	1153	332	0	0	8008	17409	7137	1934	416	713	0	0	0	471	0	1106	0	183	377	0	0	0	253	48	0	231	1309	411
01-2020-56-SL	57732	3311	10895	5889	48207	131830	43836	7669	77207	0	15361	361631	3923	556	89484	0	440	0	0	0	222442	140	0	3996	8938	2192	18602	7254	0	0	202844	0	21916	0	0	64165	0	0	169	2114	9542	10317	631	1253	0	0	3191	179091	0	15802	7232	1635	1369	6988	0	44	9680	7407	8879	1656	15888	0	1018	0	25	9178	64153	434	5800	0	5446	17896	0	0	0	0	0	29193	0	53683	0	1517	10564	0	0	7579	0	3476	0	7867	518	20187	11163	21972	0	160	0	3359	0	0	159	7402	0	0	0	0	643	0	0	0	0	0	8977	0	0	167	1645	0	0	819	0	363	1167	0	0	0
GBM.BM.277.SL	92230	0	0	0	342750	314371	0	21054	122680	0	0	79137	2666	0	0	0	0	0	4949	0	2501	0	0	41852	1093	1966	5378	0	0	0	0	0	9056	0	0	0	0	0	0	0	96	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	8755	0	4316	0	0	0	0	0	0	2084	0	0	0	604	0	0	0	0	1730	2231	921	16167	5386	0	0	0	0	0	0	0	0	0	0	0	9511	0	0	0	106	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	664	1536	4287	0	0	0	0	0	0	0
02-2020-13-SL	35468	6986	39277	0	0	1736	17469	288317	42101	77055	12643	150726	342361	2543	2599	111150	106743	8367	51667	2857	5231	5527	31346	2680	637	821	64412	0	8529	0	90438	10840	5478	0	0	39777	0	0	0	0	6195	213727	4809	8760	641	0	3495	4449	11315	16359	157	678	0	4744	0	0	0	3143	0	11611	0	12961	2634	0	275	3699	0	721	1271	0	2532	0	0	0	0	0	1449	3931	9029	1332	3132	1375	3114	3960	0	52	0	0	7209	668	0	0	144	0	0	365	0	0	4195	0	0	0	207	0	0	0	0	15329	0	0	0	51	0	1171	0	1644	0	0	0	0	0	0	0	0	0	0
01-2020-58-SL	316352	2196	80184	0	147	528	40901	126379	0	62736	120144	7082	14627	3340	42344	0	16955	17577	48050	24527	18255	5304	0	5145	182813	23160	0	15600	9374	0	3869	156	6844	0	0	9790	0	3034	31068	0	33578	10636	4708	47958	0	530	20214	1084	10407	23713	0	0	3211	7118	4327	0	0	2314	5624	94	3503	7938	0	0	1174	6884	968	0	850	2521	0	1570	0	0	0	5078	2703	2878	5950	0	0	7437	0	0	1974	0	961	2971	3668	0	1235	0	8598	0	0	0	0	0	0	0	0	0	3917	6479	0	1733	0	886	0	466	0	897	0	4823	0	1220	64	0	0	20	0	40	0	0	0	1187
02-2020-08-SL	193308	0	105365	0	0	74102	302471	180519	15240	26551	105884	44826	21593	0	15804	0	0	0	0	0	8437	0	0	0	6777	0	3265	204	1440	2983	100302	1615	8679	0	340	1252	0	15514	149559	2675	0	16072	24962	0	4045	164865	0	5343	1942	3791	17504	2899	608	4854	2194	0	41212	39929	1088	13465	1315	0	2196	0	1970	22	0	0	1011	11747	1376	12243	0	200	0	70	830	11499	0	63645	0	1182	65404	1482	354	789	3045	1955	0	558	0	9712	5110	0	5635	1794	0	0	2966	59	1714	883	0	0	0	0	2473	0	1494	0	6955	130	0	0	0	314	343	0	0	2277	0	0	542	2729	0	538
01-2020-24-SL	128837	1704	30104	467	0	0	174911	92263	0	0	297671	53801	23286	2841	26765	33165	0	0	24403	0	57780	0	0	0	0	0	3752	1183	503	0	49965	0	48276	0	0	10264	0	0	19624	0	1301	53625	22572	2772	0	45482	43	554	1180	694	16794	10442	0	5823	2560	0	254	1617	0	27222	192	0	2990	0	3533	107624	0	0	2303	8710	11365	324	0	0	0	0	14065	0	0	1505	0	851	3476	5836	0	720	8996	868	0	132	119	3101	1730	0	1480	1551	0	0	2537	0	0	2028	0	0	614	0	0	0	0	0	0	0	0	0	0	0	0	0	3069	2141	0	0	0	0	0	0
GBM.BM.265.SL	285254	968	108581	0	753	0	0	31882	0	5849	0	18096	0	756	0	0	0	1816	0	23195	131018	14479	0	37835	0	7647	0	20542	17565	0	1299	0	358	0	0	121	0	803	4601	0	0	0	0	0	0	0	19011	2451	0	78098	0	0	0	1343	0	2118	3108	944	0	0	11407	0	0	0	0	0	0	149	284	1495	0	323	123	0	0	0	0	4991	0	4469	6845	948	231	0	15251	0	0	0	3203	2089	1081	0	1861	0	0	0	0	0	0	0	1768	0	0	1256	45	2354	2283	0	0	0	0	1818	0	896	1028	0	0	0	0	272	0	0	0	0	0	359
01-2020-21-SL	52382	10147	112568	8135	2540	1672	96480	280987	869	69766	99826	16170	42815	5121	2439	46559	20578	3247	161647	1907	8430	15692	0	0	579	25	7455	5046	12561	0	21062	1812	20375	0	9614	2343	0	34706	38887	0	1263	43259	16640	5025	0	42454	2272	5396	9568	13311	17301	6050	0	10928	6069	254	2802	6292	2201	16062	10430	15121	1498	583	4489	21843	0	796	5747	0	16672	5517	8706	0	0	1391	5571	10859	16524	1617	6707	768	628	8713	0	335	2168	2514	1909	0	2860	732	60734	0	6714	3045	0	0	2710	0	0	4461	1517	0	0	0	0	7885	1347	1388	0	411	0	164	2320	9236	3551	0	0	3677	350	941	0	0	0	0
01-2020-27-SL	166374	24890	60168	23182	15934	5585	51742	196136	18431	42909	277194	35245	102726	33900	64829	126285	8822	9965	280147	3256	15654	7638	0	394	81240	3184	15504	949	2047	0	12704	1505	6459	0	121935	16943	0	0	47327	0	8786	77667	29151	7089	3138	1166	1178	2090	16697	9961	5054	3362	0	46398	15115	0	1540	3911	12195	13037	0	17137	187101	0	0	16533	0	1125	8476	0	1010	4440	2562	52667	0	5405	1441	324	974	0	17014	6913	1445	556	1727	67	908	0	0	0	11553	0	9340	61470	0	537	1054	0	0	0	0	867	440	16508	0	2028	0	3622	0	4992	0	0	0	1529	0	5472	791	0	0	0	0	1073	0	309	0	0
02-2020-10-SL	108687	0	155578	392	0	153934	0	0	4223	223	0	8906	0	15415	0	0	0	0	0	894	100677	0	0	34523	10256	256	0	0	0	0	0	0	0	0	0	182	1030	0	0	19104	0	0	0	0	0	0	0	5457	0	0	0	0	0	7892	0	321	0	1213	0	0	0	0	0	0	0	0	0	11566	0	1199	0	0	0	886	0	0	0	16557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7460	9627	418	0	0	0	0	0	6287	0	0	0	0	0	0	0	0	0	0	223	0	0	2191	1710	0	14900	3894	0	0	450	0	0	800	53
02-2020-52-SL	113798	4689	71194	0	9754	38888	177207	119990	0	87116	67484	64357	1492	18236	124314	10923	4514	8775	73531	6110	2732	14746	189	11347	46923	3350	40306	35103	21687	0	43086	0	37350	0	536	10484	0	0	83464	0	0	34058	10561	40933	0	1741	44791	2589	8980	5928	17576	11781	0	493	8280	29	2333	2875	129626	183248	1486	39674	1388	55	2662	52800	0	570	1905	0	1960	8480	0	0	0	9220	0	22505	42851	9186	23984	8138	525	0	16639	2045	134	0	11280	212	2645	13144	0	0	0	1329	0	0	0	0	0	11063	47	7093	589	0	1000	9600	0	0	0	386	0	1082	0	16193	0	0	11084	67	61	0	0	0	0	0
02.2020.043.SL	106284	0	77782	0	34860	0	4584	63153	4722	1434	1178	174861	0	25929	0	0	271	0	990	2859	24807	0	0	22809	95113	966	12196	6389	0	5031	1493	0	0	0	0	5819	0	1652	41572	0	0	7487	73	0	0	0	4000	15739	0	47875	1620	0	0	0	0	0	1098	2423	72756	0	3235	0	28	0	1087	11469	0	319	2044	0	0	5576	0	0	0	550	58	1314	1890	0	0	2984	42	0	1430	0	569	1076	0	0	0	0	2340	20884	0	0	0	7520	0	0	0	0	23	0	0	0	0	752	0	22895	0	613	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01-2020-29-SL	101552	418	1421	160044	14859	56937	30748	765	64862	16282	7584	35193	2666	6001	575	0	0	1617	0	1084	7652	0	0	26	16237	13824	23601	10607	269	2034	19375	0	586	0	1297	20	438	688	4270	0	959	5493	1354	0	1785	49370	23949	4162	6886	8148	4587	0	13209	3342	2864	943	687	2683	78	1252	47568	0	258	109	0	0	1994	328	331	4677	1460	0	8315	16046	4739	214	0	29462	0	370	0	706	5982	2684	0	1069	0	0	667	0	128	17119	4477	794	1568	0	0	2285	0	58	0	2104	0	0	1690	0	94	0	380	0	3039	2221	1090	0	4680	0	0	0	0	20	0	0	370	1534	0	224
01-2020-52-SL	159253	0	32218	107915	35612	8497	60093	4656	31392	39094	10404	49086	1505	403	0	216	1229	1319	1914	207	7183	0	70	5170	65012	3869	360	3434	0	0	1646	0	4974	0	0	31027	0	0	33470	1125	19466	24868	0	1328	2172	0	7916	9255	0	26653	8583	0	888	7188	198	957	9843	420	3053	0	60814	0	307	1625	2398	0	1998	0	3784	24054	0	1328	0	0	717	0	0	5946	90	3509	0	3504	1490	0	4430	89	9704	10321	458	10692	8	1906	5392	0	3364	1077	4860	240	3378	0	8895	5020	0	3606	475	14655	0	0	87	955	0	1226	12	40	6977	4946	310	514	0	1591	714	1400	267	2481	2687	33
02-2020-20-SL	73451	0	25040	0	29259	0	157069	72803	0	11673	2086	135240	15369	51650	0	27477	5484	143	139192	5235	17	0	1639	151	1925	4226	0	0	744	381	0	29184	2620	0	137917	0	0	72318	6272	0	2516	54786	7614	90	0	111413	2424	5709	5435	355	79294	1943	0	16602	1240	0	978	1388	53568	24687	19245	0	875	0	0	0	0	0	5499	0	0	447	13730	0	0	29	11251	681	1451	0	238	0	3185	5185	7820	1083	16797	16	0	1615	7	10723	2251	3038	253	18237	0	0	0	194	0	0	0	0	0	0	0	209	655	0	0	520	94	13	0	868	1092	0	947	0	0	0	0	837	0	0
01-2020-28-SL	0	0	138711	0	10807	0	0	0	0	0	0	40016	0	0	0	0	0	0	0	0	129990	0	0	29972	0	0	0	0	0	0	0	0	5880	0	0	10853	0	0	31531	3315	0	0	0	0	0	340	0	10038	0	0	0	0	0	1514	0	1567	2350	1136	23610	0	7682	0	0	455	0	0	0	71	0	0	0	1047	0	0	0	0	0	26166	0	0	0	0	83	0	741	0	0	1691	0	0	0	0	17054	0	0	0	8094	845	0	242	97	0	0	0	591	0	0	0	0	0	0	1860	970	0	0	2020	0	4007	7753	0	0	308	0	0	304	228
02-2020-40-SL	36817	0	92929	54374	0	62892	96249	20347	4191	26299	95605	12176	4155	0	49323	0	40318	1094	0	1913	25757	0	0	0	6666	34	6682	127913	0	1167	11847	0	8464	103	0	8811	0	0	14112	0	1430	55598	3232	21895	0	0	1438	4210	1115	882	23133	1245	2040	1121	833	0	0	10196	2599	715	0	0	1553	0	0	2359	0	0	0	0	0	0	0	0	0	0	0	3709	0	27402	0	3609	0	0	0	336	28344	0	0	4228	67	59	2300	0	0	0	0	0	192	0	0	0	0	0	10451	324	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0
GBM.BM.308.SL.ab	5376	0	3399	0	176	0	0	6885	0	1736	0	0	6338	19198	0	173	0	0	5012	0	3282	0	0	0	0	0	1397	0	0	0	0	147	0	0	0	0	0	0	0	0	0	1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	4243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBM.BM.305.SL	81570	33704	14405	4942	4031	0	22643	76698	0	72870	34685	31852	32736	4813	68479	2519	25904	5901	102289	7771	8613	13018	3078	0	1613	4327	4925	141	2465	0	11963	2454	8282	0	0	4912	0	0	30277	0	0	22625	0	4095	0	26593	56	3762	24761	7427	3345	0	0	8275	9731	815	0	4533	9532	27030	4797	47826	388	9742	4692	6585	0	0	8010	504	35083	1462	5611	0	0	629	3407	14587	18195	0	5161	566	1720	1713	0	583	0	31514	4424	0	1393	1097	7466	339	0	743	149	0	0	144	0	125	0	84	0	19421	0	2563	0	0	0	416	0	5011	1905	4505	0	258	0	198	1560	1022	0	0	1733	0
02-2020-22-SL	101027	0	68375	0	0	17916	0	0	0	0	22505	33744	0	0	66383	0	0	0	0	0	12203	0	0	0	265	0	0	0	0	0	9250	151	5714	0	0	1179	0	2655	8592	0	0	0	0	0	0	0	0	9855	0	3952	0	4527	8046	14499	0	0	1367	102	0	0	18336	0	0	0	0	56180	628	0	0	23172	0	19186	0	0	0	0	0	61151	0	7780	0	269	6529	273	218	143	1233	954	0	150	0	1457	11594	0	3915	2420	3373	5615	999	528	3078	0	0	339	0	0	725	0	0	0	1309	0	6104	0	861	0	0	0	0	0	318	0	449	1804	766	1593
01-2020-06-SL	67394	0	3822	3796	7331	55799	1521	870	93488	0	0	34535	0	0	0	0	1854	1371	0	7980	6714	679	0	1410	40273	9851	0	7968	0	6883	0	0	0	1409	9286	4313	173	0	86	0	0	1051	0	775	2685	1225	4624	14140	0	25750	0	0	4203	823	0	0	0	204	0	0	326	0	0	0	0	0	0	1121	0	0	0	0	0	363	0	0	0	6773	0	0	0	0	468	0	8022	0	0	1895	0	0	0	0	2956	329	0	0	59221	298	0	0	0	0	0	0	0	15055	16	0	0	0	0	0	0	0	0	0	0	11368	13174	0	0	2060	0	0	5221	0
02-2020-51-SL	36781	0	31404	53177	89107	20933	22914	0	20745	0	0	90135	3363	0	1021	0	0	0	0	0	6119	0	0	3404	10899	64	0	22722	0	302	10789	467	2196	0	0	0	0	0	0	549	0	5464	693	269	0	0	0	16511	0	5135	798	0	5446	67	0	0	874	415	0	0	8264	0	0	0	123	0	1157	0	0	180	0	0	0	0	0	0	0	1348	0	7756	0	3540	16301	0	20637	3419	0	0	0	5126	0	14782	0	0	6737	0	0	474	0	0	0	7664	0	0	0	109	6374	0	0	201	2380	0	0	0	0	0	0	0	0	0	0	0	937	0	0	0
GBM.BM.260.SL	36887	0	14446	39924	5518	32810	86914	1553	778	3535	3149	17853	4697	227	3431	0	0	366	2134	1678	12684	0	0	2206	1093	1110	202	837	0	0	22582	269	9389	0	0	3395	0	15944	11066	0	0	3873	0	130	0	15245	0	2072	0	893	29233	0	646	788	0	0	1296	1042	0	0	0	0	650	0	5845	1034	0	72	1128	0	0	0	0	0	0	0	0	3014	31	0	0	531	17215	0	0	398	1153	0	0	0	0	4146	847	0	323	0	0	0	0	0	0	0	0	0	839	0	0	0	0	0	1783	0	627	0	0	0	0	0	0	0	0	0	0	0	0	0
GBM.BM.282.SL	52521	0	37866	16827	4323	44120	42194	0	19982	7896	79187	85280	0	0	73645	0	0	0	0	0	15077	0	1510	0	968	0	1018	1698	0	0	31191	0	1219	209	0	0	0	0	2502	0	513	6238	282	864	0	68279	671	8489	553	1679	11532	408	32	0	2086	0	706	2312	450	0	0	0	207	0	0	0	5702	1578	0	0	0	0	0	0	0	0	100	921	1254	11418	0	0	4338	0	0	0	5838	0	0	0	911	0	381	7540	0	0	0	0	0	0	0	0	0	0	825	0	0	0	0	0	0	0	0	2832	0	0	0	0	0	0	0	0	0	0	0	0
01-2020-44-SL	28256	0	26765	12844	20985	27577	76169	0	393	458	0	14565	111	20653	25796	209	0	0	2469	1387	956	2175	0	3013	10037	221	1590	64460	0	0	173	0	0	0	2556	22513	0	0	0	0	287	8168	0	0	0	0	256	24587	0	249	16656	0	0	2336	0	2010	585	520	10201	4294	9620	0	336	0	7511	65	0	0	0	13785	2227	2018	208	0	0	0	0	7589	199	0	0	0	693	4611	0	0	9179	12355	0	38	232	30	15825	4439	9342	54	20104	608	0	58	512	0	0	0	0	7777	16578	0	116	0	0	1210	0	0	3410	5228	1390	2845	5600	3161	3999	8071	63	1654	1503	0
02.2020.110.SL	20703	762	20711	0	0	0	39660	67163	0	0	15659	4967	2444	0	65832	286	2514	0	2827	0	6795	0	145	0	306	0	0	0	0	0	338	0	0	0	0	18371	0	0	6497	0	0	9269	0	905	0	2514	0	776	1552	0	0	0	0	0	142	0	0	0	10834	0	0	1298	185	0	0	0	0	0	0	0	0	0	756	0	0	0	0	0	4216	0	0	0	0	0	0	0	2520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02-2020-34-SL	48648	2443	56543	0	6692	12825	28322	6560	5824	26392	3147	15428	1199	9426	7410	0	2736	100	2683	0	9712	0	0	2275	22277	703	0	0	0	0	0	0	0	571	0	17139	0	53911	15949	2742	1123	9699	123	923	4853	720	1578	4279	525	12576	2557	0	258	5756	1111	0	146	755	446	0	15756	2062	66	0	1330	258	233	0	66	9886	0	0	64	0	0	0	0	4640	966	0	0	402	0	0	0	581	0	4621	0	0	154	502	8764	0	0	0	0	0	0	0	612	0	0	129	0	0	0	0	0	698	0	349	0	68	0	1821	245	0	0	0	0	0	0	0	38	0
SRR514322	2439708	297813	118421	936420	160331	776346	75742	279910	417938	1917305	1525757	210206	2177200	591788	379258	0	100923	18104	2462947	22542	18773	0	22528	87446	588641	43179	179907	118386	14335	989	79936	68463	15598	0	107591	101792	75392	0	7952	0	497700	535068	11580	17214	90368	3147	137431	42784	136798	320659	35379	2547	6432	352623	108858	2333	651	52839	184252	7234	6850	100580	8162	0	10354	175485	0	15583	43542	0	3156	15993	50549	0	89338	20635	156897	62231	24295	3236	222782	177401	5667	709	34458	3352	7166	17189	60606	4372	251257	2238	61847	115915	0	2681	439	0	4444	0	0	0	14722	313613	2654	3549	5708	29461	0	7693	0	0	0	55865	0	20314	11982	0	1101	12430	2203	3496	21	784	0	3696
SRR062396	380237	17496	640	80370	9795	159938	0	0	47490	142124	0	38877	43759	0	0	0	0	43823	6030	1804	0	0	0	31225	103328	349	9317	89	0	839	2258	0	2310	0	0	585	0	0	0	0	34398	0	0	24849	0	0	54478	0	15691	72420	727	0	2236	12078	4922	4983	0	16568	4921	0	2591	36574	554	683	0	0	0	1313	0	0	1281	2262	2645	563	0	1119	2251	7369	8673	0	0	41168	1569	1704	1388	0	0	8531	11769	0	0	823	3960	26124	0	0	2610	0	0	0	401	0	5344	2577	0	7024	0	3345	207	0	0	0	0	0	0	6993	259	0	46	10	708	1074	0	0	502	0
SRR1804765	99432	8886	519	0	75	0	6601	23701	470	21091	81042	9498	27849	8798	4423	19367	1088	3714	65010	1610	316	4148	0	0	0	98	3598	6574	97	0	4232	0	2280	0	0	279	0	6415	903	0	0	19428	2323	6114	0	1638	0	0	2421	952	2368	0	0	15938	1067	1276	0	1593	3452	92	1334	15389	732	0	0	2045	0	0	376	0	1849	232	0	351	0	0	6308	4020	319	156	1603	7876	751	480	0	1355	0	7461	678	0	42397	1538	7269	0	0	0	5085	0	157	0	128	363	0	1931	0	5301	0	1863	1091	299	0	0	0	1587	0	2362	576	0	0	14037	219	0	0	0	26	1047
SRR062371	12787	47003	21314	15153	17129	87290	624	8951	45710	8152	9900	3702	2330	0	6882	118	0	40263	5395	6382	0	17875	483	19229	55261	0	9110	18235	324	5372	316	0	0	0	10241	3266	3224	0	8841	0	1450	0	0	37789	18999	0	21216	6182	0	20750	0	0	2917	1948	928	293	0	3606	1391	610	0	1241	12595	0	1748	187	0	1119	0	0	0	0	948	595	907	1780	0	12324	683	0	1696	22032	375	0	0	1297	0	262	1355	0	0	41	1121	1462	86	0	1941	0	0	0	0	0	5778	14748	259	0	0	0	0	7284	0	0	0	0	0	5645	0	0	0	461	869	260	0	1810	71	0
SRR062415	48825	1005	2964	0	580	4148	7616	38358	0	9318	47874	6552	32569	0	9427	51893	390	452	55050	264	0	1612	0	1246	4417	0	12932	271	206	0	5351	147	1718	0	72303	5832	0	205	6560	0	0	0	777	2540	0	587	0	8167	1193	1123	2183	0	0	11286	0	956	0	2452	6463	0	0	8405	1022	0	0	35407	0	0	2358	0	9330	0	3959	6661	0	750	7464	14623	2534	0	0	998	2254	433	1357	0	1138	18614	0	0	0	46	17754	469	0	203	30602	0	2416	0	0	1653	0	0	909	11204	0	293	210	0	0	128	0	6677	0	15450	937	4675	4066	214	428	1149	0	0	59	0
SRR511518	0	0	0	4999	3119	992	0	0	75	607	0	1973	0	0	0	0	0	0	694	148	868	0	0	118	3265	1891	0	2558	0	0	0	0	0	23	0	0	0	0	0	0	0	279	0	0	1076	0	861	165	0	1494	0	0	156	0	0	0	0	0	0	0	0	0	0	0	3409	0	2524	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	1260	0	1266	0	934	0	0	0	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
