feature	X1965	X1798	X1877	X1867	X1871	X1862	X1861	X1858	X1855	X1844	X1836	X1830	X1891	X1814	X1812	X1949	X1934	X1786	X1790	X2295	X2301	X2303	X2318	X2290	X2325	X2328	X9226	X10068	X9712	X9286	X9262	X15452	X7967	X7962	X7985	X8000	X8007	X8002	X8053	X8028	X8071	X8059	X4046	X4037	X4041	X6744	X6747	X6754	X6602	X6846	X4348	X14874	X4285	X14853	X4121	X14851	X14890	X14894	X15316	X15346	X15300	X15286	X15271	X63326	X79883	X7263	X25416	X14963	X63327	X14837	X15350	X14838	X4198	X4181	X4262	X29305	X7253	X15091	X15254	X15078	X15124	X15132	X15127	X15126	X15158	X15154	X15120	X15234	X14987	X14995	X14993	X14027	X3813	X14143	X5090	X4799	X4791	X4862	X4815	X4811	X4831	X4837	X4826	X4820	X4677	X48013	X4868	X25431	X4874	X4768	X4630	X4552	X4581	X4575	X4577	X4617	X4613	X4584	X4557	X4608	X29302	X4606	X4724	X4725	X4763	X4762	X4761	X4758	X4760	X4753	X4749	X4742	X4705	X4699	X4716	X4721	X4652	X4644	X4670	X59869	X4532	X4540	X5075	X5082	X4936	X4940	X4951	X4925	X4933	X4938	X4964	X4959	X4910	X4914	X4993	X4988	X4987	X3922	X3958	X6140	X6148	X4080	X5792	X6952	X6939	X5825	X4053	X14546	X72479	X14341	X14809	X14807	X63101	X14797	X17130	X17167	X17168	X17248	X17244	X17237	X17234	X16971
01-2020-46	479034	0	1553959	0	239688	0	0	0	6006	0	0	0	0	5332081	1047306	0	3031105	0	0	0	1801660	0	0	444956	0	0	2231127	34284	4230	0	0	0	0	0	0	0	96321	9793	0	0	25054	5321	0	39387	5627	3404	2300	0	11779	2558	277189	66480	485082	25222	4781	0	0	2626	783800	0	146129	0	558996	751	0	2677	0	42407	417	2381	8355	0	0	0	711293	0	0	300755	0	128033	37613	187517	0	380736	19102	0	0	0	0	0	0	0	0	1544	29704	214279	14292	37483	0	0	0	154527	178744	72129	0	9132	21364	0	177760	0	13372	0	0	73203	0	0	54001	74862	0	0	0	2362	24227	0	30918	17070	14530	264416	3130	1065	34297	41349	0	6997	4065	67902	0	31223	0	0	445193	224486	156215	194987	389	11890	45337	13266	430598	0	84710	0	0	3379	1690	0	0	0	5356	22745	25468	12056	0	0	0	42152	436	20684	10052	0	1044	0	3528	23442	0	274	0	44981	155336	0	0	0
01-2020-49	350385	48892	41730	112575	40124	35014	0	0	0	55678	248217	0	309825	665689	102337	158639	107817	102785	61348	215733	1849	214847	921649	147150	17406	76327	448410	8022	2166	76073	3028	40691	33487	29082	10632	152	1464	95959	1132	16765	164619	73007	0	0	0	0	0	0	40733	41321	593313	919176	0	4087	0	31795	573	4801	441474	68076	2561	218531	35527	0	0	0	1085	0	1443	299	1716	0	241140	538017	4311	27	0	978996	178486	35403	834	0	51	1993	5827	22282	0	188909	0	0	341	0	2471	0	153613	18616	0	0	17379	276267	4798	589389	253360	20624	0	0	121549	3412	188067	772	0	10004	165812	11809	159971	0	0	0	24279	191825	108	0	0	0	0	0	0	0	0	0	1519	0	9003	0	1392	4900	0	12439	91706	0	140352	4123	0	146037	1372	6132	114120	49336	231115	92707	146133	93973	55424	49916	105799	0	0	0	3675	0	8768	0	65766	3388	859	0	0	11920	5615	0	249	0	1711	396	0	0	2889	0	0	0	17668	1445
01-2020-50	0	0	1354755	171383	43337	0	752847	152823	0	477363	2772327	23706	79539	2420691	492526	1001689	1232295	0	196400	62252	404370	518025	771415	378246	296251	82583	0	1343566	0	0	89628	84819	0	0	14756	836	529968	75446	3249	0	46583	0	7425	50229	0	0	3723	0	64752	1011	43335	1047096	0	56453	4198	22688	0	17157	606323	17461	10677	1018494	17480	176	0	0	5299	15829	3701	1170	16081	3966	18154	181061	195438	1293	0	1295106	169492	223632	11041	11262	997	7992	19266	86451	128704	185154	0	80	10878	22541	2649	0	1520	51946	0	0	20569	306460	94759	568661	248898	176266	49367	0	215625	5198	71358	7449	1471	5399	48016	56691	89282	0	0	531	94106	146904	1852	0	4281	4585	324	0	0	21289	0	0	12353	218646	26619	0	2682	35718	7868	5484	62333	10722	232660	65993	51480	17404	17785	5181	18341	55157	804086	0	129777	15774	2256	11579	0	270408	2116	679	354	0	0	25003	207466	0	743	0	0	118404	7456	26381	27199	0	864	25376	8164	2815	2504	43307	124806	0	40946	7169
01-2020-52	162868	0	133928	120080	757230	642218	56150	0	44541	0	1685334	3156891	0	5215268	2860915	66363	743974	4744	34179	41912	0	275432	0	3236	0	0	0	32655	44000	503059	0	7906	0	0	0	0	81004	0	0	2133	3291	0	0	0	0	7803	0	0	11185	0	0	11236	0	0	0	0	0	0	965311	777033	408423	275879	15004	0	0	0	0	0	0	0	25277	0	0	384	0	0	0	183826	0	19995	2265	67659	0	0	300	24330	0	0	0	0	79216	0	0	0	69582	0	0	2269	127	13849	0	1155450	28276	139552	0	0	56593	1175	322492	13935	0	12414	186331	45240	41979	0	0	66592	0	38436	0	5916	0	391	0	9327	5310	4261	8664	0	0	0	0	19310	270096	75136	161188	0	17733	0	120241	155372	1207564	0	573	43712	634797	1242704	183719	0	81749	0	23461	20642	0	0	0	0	9320	0	0	0	20847	7431	31032	0	0	14348	0	0	12455	0	0	0	0	0	0	111543	0	31864	91911	0
01-2020-58	139492	0	58978	0	1733	0	0	0	0	0	11920	195486	1254626	1896754	489992	105118	373737	294	9551	9148	556	2255	103731	1340	5401	1856	3436	78996	0	305294	39351	0	0	0	0	0	0	67126	0	0	0	551	0	0	0	0	0	1179	20258	0	2559	22718	0	16879	0	0	0	0	54775	0	8078	53889	2089	0	0	0	0	0	0	579	5660	0	0	1422	0	0	0	36745	39052	20688	817	122566	0	24	0	554	6836	5070	0	0	6008	0	0	0	839	0	0	0	206	30522	356	218095	130194	36380	159	0	45554	0	42457	2516	0	5869	117515	71867	137265	0	0	0	0	158661	0	0	0	0	0	0	0	0	0	0	455200	0	206040	0	2593	13110	0	0	0	0	23900	328	0	0	0	2101	2993	0	22662	4729	21863	28830	18923	4914	172	0	0	0	0	0	1659	0	0	0	0	0	14865	93253	0	0	0	0	0	0	0	0	0	16451	436255	26071	0	0
02-2020-49	0	0	823570	786898	1947766	0	481146	415947	3500	0	4472547	0	0	5282177	0	333100	1907941	0	0	0	593897	0	1271185	0	0	0	0	139967	444	0	74613	125870	65143	41921	13307	0	37127	92450	3958	29800	2444	4433	0	213897	445529	0	0	0	28599	0	599542	3082101	0	11952	222	29000	498	0	178745	0	0	0	51431	0	0	0	337	29953	0	254	0	468	0	4557	0	184	2517	94742	0	292184	34264	813836	0	57426	15150	40806	0	0	0	7382	0	680	0	1279	0	44331	253652	2815349	0	5367	0	294369	4624	164636	0	68	0	399	0	0	46813	0	0	0	0	52133	13851	0	0	908518	0	0	19937	0	222569	0	0	13228	401665	10449	0	37392	0	98022	0	10520	151	0	0	3990	11130	16158	0	40804	348	14084	0	7563	112	219	83453	0	3814	4223	0	3420	411500	2394	0	2946	0	399872	0	826	3343	58528	0	29086	0	0	107065	7758	0	35358	829	6439	0	186968	0	0	51474	1404
01.2020.030	0	0	95769	155931	374413	0	102704	237811	72585	0	279457	0	0	2658817	0	0	373049	0	70335	25046	68296	263638	0	12530	0	0	9311	0	4055	0	44729	7965	109372	583250	2493	0	58899	33363	0	0	5412	0	0	241498	28643	0	580	2215	7159	0	14830	53079	38204	0	0	0	0	0	243698	5719	1716	41063	10822	0	0	0	0	0	0	0	0	0	0	4451	69129	0	18954	16392	7874	2033	0	39399	0	60741	8064	1968	1405	8642	13495	0	0	0	0	0	0	6582	0	0	741	13558	0	64261	24478	6904	8135	4415	0	3800	19156	0	7363	0	0	0	5564	35268	0	0	3117	47057	0	1045	110969	72110	692080	83812	417626	881254	10462	260925	0	2871720	0	43288	7523	17602	0	0	0	0	6223	6989	0	9549	0	671	2045	0	10249	1707	7780	0	0	0	3346	2870	267449	0	0	8068	2916	0	28844	497	0	0	0	0	0	0	236	0	0	0	0	0	0	30720	0	18446	0	1025
01.2020.090	332453	201386	0	55387	234671	11545	14598	0	0	0	116656	47463	2211395	1297929	11858	1326111	537518	140232	94701	138143	0	16009	345481	11423	17971	7553	0	4895	0	32683	1332	114440	0	317769	31079	14760	373220	8636	1534	1846	16493	4692	0	1313	0	1643	0	0	21092	0	118784	132858	0	24636	0	0	0	219	643010	153134	1321223	1933588	13626	0	0	2642	0	0	0	0	0	0	0	2175	0	5547	5445	202375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8528	1276	0	0	0	8041	37970	297916	0	3732897	0	93924	3185	412	990189	19580	1113257	0	0	50547	1446136	738167	247630	12252	0	0	0	0	413	0	642	0	0	0	25593	226	0	0	15525	0	101703	0	0	4458	0	0	34124	1026	1332416	251612	181	0	0	0	4266	1445	2052681	616	91227	6277	0	0	12119	725	0	0	33623	0	251416	0	194285	0	0	238302	0	450547	68493	2876	5032	22237	3266	31050	2307	5139	0	1605091	6158281	0	0	7813
01.2020.108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17425031	0	0	0	0	0	0	0	0	0	0	2191	39	0	0	0	910695	0	33141	0	166060	33123	0	0	0	8664	0	277867	1324	21730	0	0	2632	0	0	39178	0	0	17	0	0	0	1146781	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6103	0	0	0	0	0	0	0	0	0	0	0	0	0	462795	0	0	0	0	0	0	0	0	0	0	0	26296	0	0	5048	0	0	0	0	645263	0	40389	0	4318	0	0	156341	261276	623648	71450	611992	2487596	0	5942	0	1240630	0	1145386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	614086	0	0	0	26
01.2020.64	0	0	601701	0	505491	0	422787	0	0	1143280	3659556	0	0	5157865	0	411055	323395	0	82597	129764	181789	175864	513647	54551	0	50175	565809	13029	0	0	56391	66092	0	59	1319	426	877298	226271	5379	0	71951	3775	385	3301	0	0	9433	95780	120969	9220	166394	545589	222023	2113	10425	817	0	6487	770884	138107	255715	789777	29567	415	0	0	4409	0	1440	862	0	622	150262	581239	175948	1201	0	283072	0	9737	4138	0	1844	0	141	41527	0	204818	0	0	3807	16472	8550	387	271992	5077	422	0	40275	101173	0	185150	61750	577883	15057	5373	239664	3124	973092	0	2333	0	0	49865	87239	29709	10646	0	268564	52657	1069	0	0	3684	383	0	6083	8072	0	0	41513	11141	20045	6520	4622	24133	99122	209869	204277	11863	381674	44744	202711	226588	11675	10099	9845	123294	666990	0	379862	13422	5033	45906	4941	846	1994	0	0	4254	9151	0	0	287	0	0	0	20928	0	12351	8245	9897	5530	20895	377	0	0	162688	0	0	0	1236
GBM.BM.265	0	255976	0	0	236919	613016	256380	816	0	0	571501	88591	649709	2782518	428380	320775	305800	0	145407	27366	13440	0	346435	0	0	0	0	725705	8197	123431	0	1464	0	0	0	0	0	111986	0	0	480	0	0	10094	0	0	0	0	8161	39926	478	19167	0	30879	3119	0	297	653	356232	16097	4725	19637	3798	0	1214	0	0	46	0	4838	27867	0	2194	1620	0	0	0	49512	0	33562	3107	13272	0	1833	76956	18577	22519	0	43924	451	35655	0	0	0	43235	52823	6502	8468	1827	60821	0	147583	0	157883	3022	0	0	0	0	0	5431	53190	0	68863	0	52881	0	2892	338	4692	0	1848	6855	15309	0	0	521	23012	0	54979	46768	0	1080	0	297	174872	0	0	0	0	30641	41285	0	8634	0	10707	34039	446275	6584	0	26782	0	0	38386	12363	0	8761	0	7260	96096	40963	0	0	0	16867	147	49451	0	0	0	2956	0	0	1593	0	0	0	152	0	0	0	265
GBM.BM.279	0	0	0	0	5120338	0	0	0	4179781	1154847	789419	0	0	6237186	0	0	0	0	86004	74938	152322	582863	0	22608	0	0	179334	74609	0	0	218499	43818	0	234949	598	0	66430	155818	0	0	13739	0	1116	736	11635	0	5550	81227	3614	13838	9335	182532	194736	25043	11243	0	0	3086	256245	0	0	0	93433	0	133	0	448	3801	0	342	0	1762	5489	4122	66452	252	36	130137	0	79822	15349	117802	6134	4237	15577	58899	22706	3688	0	0	0	0	204	0	0	92731	42281	533280	0	28626	0	1147997	433629	135658	0	0	26644	7042	195646	0	2067	0	136743	38267	133511	8621	1594	47372	0	112868	0	2121	0	6147	12284	2613	4798	126241	0	130697	0	3180	47909	16796	0	141151	0	0	0	0	156224	230935	0	3280	7837	15395	53925	0	1541856	0	193349	13338	41741	965	3930	0	164241	0	31442	8281	374	0	269663	0	0	0	0	0	0	1525	24744	0	0	30897	153	0	0	41738	353	0	0	0
GBM.BM.281	0	186721	1464760	434285	309183	30884	489095	73142	0	2791812	124992	839735	17817	1937711	322116	0	1423578	48737	77428	3938	44023	313786	197969	0	0	0	0	0	0	54342	653	50713	0	0	0	0	223112	0	0	0	14237	0	798	22185	0	44386	3602	39875	1570	0	6453	52934	0	0	189	0	0	0	430351	0	0	0	44143	0	0	71	0	8321	0	1642	5649	0	0	595	0	0	10405	0	44906	98372	2357	34477	0	2351	12442	16600	20859	0	87831	0	0	0	0	29	0	80497	43893	103777	0	241125	0	1008688	27222	12013	0	4023	0	0	113234	0	32483	0	0	18106	0	58198	16460	19540	0	334316	0	95396	54509	17076	9679	48123	16584	51571	43471	29343	0	33012	0	48770	40138	135461	0	0	0	0	122533	0	3702	0	0	156351	162980	0	0	205564	414	27945	0	0	0	103277	0	0	8016	331	0	6257	65231	0	0	0	0	0	3513	0	9523	3067	0	5584	1165	1696	0	85111	0	61996	0	1601
GBM.BM.282	1953	0	0	0	263690	0	8545	0	19323	0	10564	1702	0	15101	0	0	19344	0	0	29	3931	0	3517	0	0	0	0	5088	1020	17091	0	0	161910	0	0	0	5702	0	0	0	0	0	0	659000	0	5923	7672	0	0	0	344	45887	2590	0	0	0	0	0	6343084	6796	0	501389	0	0	0	0	0	0	0	0	0	0	235	773	0	0	6309	241	0	26680	0	1482	0	878	4537	125623	0	0	0	0	1131	12215	0	0	0	182931	0	0	970	115175	0	1290	11351	62978	0	0	37520	7655	638812	209062	622	0	6533	0	0	129740	0	0	0	3078	0	0	0	799727	526900	16776	490082	1469755	2733	163344	165557	1050342	0	0	78	123320	0	0	0	0	0	925	0	106715	0	0	0	0	1293	0	92931	0	0	0	0	1950	7121	0	0	107223	0	33202	3621	5846	3477	0	932	365	0	0	0	0	0	0	0	942	0	1821560	6632	0	0	4493
GBM.BM.284	0	0	214517	1915389	362032	0	989819	0	3907671	204597	602469	0	0	0	0	1442243	362719	0	43098	0	0	0	0	0	0	0	0	0	13386	0	0	0	0	0	0	0	1236	1493	0	286	446	282	0	4872	0	25434	0	0	2389	2283	0	22006	0	354	1875	0	0	0	688903	0	0	0	5128	0	0	0	0	0	0	1084	10429	0	0	0	110265	310	0	5212	0	7712	0	45069	0	0	34	0	0	0	1072	0	0	0	0	0	190546	210130	13923	10149	0	0	0	982463	0	0	0	0	0	0	13498	0	2235	11502	0	35290	0	53311	342	287102	93217	31480	0	15269	2175	5658	921	67594	4959	51403	961	51675	0	2751	0	21609	9929	15135	11154	0	0	0	92402	243059	295951	0	27535	144834	0	0	0	379	90284	0	0	717159	0	823	0	0	0	1131	0	0	0	0	2358	34577	2436	0	0	0	2347	0	0	1337	0	0	451	4870	0	30401	0	0
GBM.BM.291	0	0	0	12425106	2898	56293	105182	0	0	0	2107	51887	0	17506	0	51341	965858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57369	0	0	0	6021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
GBM.BM.295	0	17196	88768	40026	57388	0	29590	0	28812	16105	30028	0	0	89234	0	5102902	4563568	53439	46767	13681	79930	85593	136289	0	0	0	0	428556	15253	0	64101	0	1298795	260074	0	0	25470	7195	0	626	0	0	0	40732	1095	2636	0	0	58796	0	178	117603	0	0	0	0	0	0	291367	100751	59295	38492	4040	0	0	0	0	0	0	0	0	0	0	638	1149	0	0	7402	0	34358	1514	89619	0	0	20148	22294	263	0	271370	0	0	0	0	0	3087	0	0	0	10308	21685	0	243912	971	37984	0	0	0	0	37326	0	0	39566	265863	887	0	0	0	102204	20790	17730	0	0	810141	0	205480	41206	190130	1342642	18017	36984	635373	1930962	1134	142591	538738	3757	0	0	0	0	5566	3979	0	31896	0	1157	0	0	0	696	102275	4010	11716	3678	0	1788	28556	0	830	25695	0	0	60104	17213	349	0	0	0	0	0	17133	0	0	0	0	0	0	106341	0	694187	2104	4463
GBM.BM.305	45693	366983	145531	0	337410	0	582255	0	0	124978	1668111	94819	7841667	1812309	808485	818369	669570	0	190127	190041	5384	296318	1321218	412663	306234	0	0	9985	1397	0	25483	297185	0	0	1363	103	74277	98047	0	421	1807	28741	779	0	0	0	0	80990	1306475	0	387672	394832	0	3079	3413	0	11345	10653	2441126	311513	54161	1737068	93093	2985	492	417	6004	99273	2219	12452	16605	1354	122534	14590	394561	0	1453	791282	250597	186700	14693	49697	0	3240	5028	13601	146173	8555	0	22240	1010361	756	13827	367	315761	61028	0	32000	31852	158154	7856	441901	0	700324	62684	2789	0	82977	671612	20002	1394	50173	471598	180370	220265	0	247	4943	0	795966	109	2435	2477	2227	5495	10064	12469	16629	0	0	154946	405125	287624	4887	14746	122988	0	31853	513840	15147	247390	405229	0	965375	239105	26952	13856	111611	838932	93584	348860	322742	6020	1480	53994	8833	100	706	6802	0	0	0	158466	0	6172	0	404	8797	29158	0	11848	0	0	73183	165	0	8171	394926	119858	27357	0	0
GBM.BM.308	0	0	0	0	0	0	37024	0	0	0	8136	0	0	0	0	27434	0	0	0	0	0	0	0	0	0	0	7350030	814436	0	0	0	0	0	0	120966	0	45347	343214	0	0	11175	9770	0	56767	556485	143260	13077	0	2242	0	2273	264579	0	1071	2957	0	11422	0	0	0	0	130333	90286	10	0	315	0	698	0	0	0	0	0	243916	0	0	1972	0	0	1269	0	2127	0	0	0	0	81828	0	0	0	0	0	0	0	0	190311	309365	142114	0	0	0	9047864	0	463849	0	101635	323614	0	178453	0	512322	0	0	0	0	182972	53314	1004225	0	439035	0	20411	0	0	0	89933	14514	120942	194867	7967	0	78288	0	58186	0	39789	0	0	0	0	0	0	0	0	0	0	646	0	2109	0	304883	0	0	0	36201	0	17017	1878	0	185186	324	0	0	0	0	104320	0	0	0	0	1653032	54667	0	0	1004	616	8472	177257	6920586	0	0	0
GBM.BM.Kit.259	145762	0	831290	5003	2632998	108233	307315	0	39290	0	2810380	312020	0	1704175	0	1260529	1249639	0	191086	142289	0	4217138	783377	781638	0	254868	44170	6542	0	69012	24284	195875	0	0	11327	0	2564	3806	0	0	0	0	12907	1212	0	0	2260	17380	285641	0	844308	1451499	0	21196	0	6750	27651	5152	334629	35133	93542	195745	90996	207	0	1430	2208	16611	1921	4130	3096	3020	1660531	39075	558024	0	201	1901452	91241	0	0	0	1771	24929	258	97440	51174	0	3346	0	30816	73723	23417	0	940927	53569	1613	1380	0	725142	4202	608343	384387	601276	88124	0	0	26463	406914	0	0	18840	260064	56294	149141	3337	4233	189	3083	229311	0	1185	66784	30695	8432	3837	86559	285490	14882	0	2371	178480	175618	0	4568	103554	64189	15590	73328	0	477705	66343	8038	174723	133646	16137	159582	302734	328095	50152	509218	63643	98810	163051	30887	0	405	0	18417	0	82691	29363	0	0	0	0	0	138362	16303	30608	1517	6150	1381	11907	0	964	873	173048	759980	10273	0	610
